cenus	name	mother	block	poss	xcoord	ycoord	treat	col.E	tag	sp	dia	height	leaf	sday	surv	Bleaf	Bstem	Broot	Btotal
2	A156	All_Pmal_1	A	156	1.5	9.5	9	black	A_Pmal_156	Pmal	4.27	256	5	84	1	NA	NA	NA	NA
2	A157	Sbec_Sfr	A	157	2	9.5	3	orange	A_Sbec_157	Sbec	3.75	160	1	84	1	NA	NA	NA	NA
2	A158	SL_maliau	A	158	2.5	9.5	15	red	A_Slep_158	Slep	4.86	390	4	84	1	NA	NA	NA	NA
2	A159	Pm_m_4	A	159	3	9.5	3	orange	A_Pmal_159	Pmal	4.32	250	0	84	1	NA	NA	NA	NA
2	A160	Sp_m_1	A	160	3.5	9.5	6	yellow	A_Spar_160	Spar	6.94	473	8	84	1	NA	NA	NA	NA
2	B1	Ssmi_19	B	1	4.5	0	12	blue	B_Ssmi_1	Ssmi	7.24	535	1	84	1	NA	NA	NA	NA
2	B2	Spar_1	B	2	5	0	15	red	B_Spar_2	Spar	4.6	355	1	45	1	NA	NA	NA	NA
2	B3	Pm_m_6	B	3	5.5	0	6	yellow	B_Pmal_3	Pmal	5.1	365	4	84	1	NA	NA	NA	NA
2	B4	Sbec_Sfr	B	4	6	0	3	orange	B_Sbec_4	Sbec	5.5	423	6	84	1	NA	NA	NA	NA
2	B5	Sp_m_1	B	5	6.5	0	3	orange	B_Spar_5	Spar	6.07	422	11	84	1	NA	NA	NA	NA
2	B6	Pt_m_1	B	6	7	0	9	black	B_Ptom_6	Ptom	4.67	363	0	84	1	NA	NA	NA	NA
2	B7	9L_Pmal_7	B	7	7.5	0	0	white	B_Pmal_7	Pmal	5.07	310	6	84	1	NA	NA	NA	NA
2	B8	Ssmi_4	B	8	8	0	3	orange	B_Ssmi_8	Ssmi	5.4	281	8	84	1	NA	NA	NA	NA
2	B9	8L_SJoh_50	B	9	4.5	0.5	3	orange	B_Sjoh_9	Sjoh	6.06	503	10	84	1	NA	NA	NA	NA
2	B10	9P_Spar_2	B	10	5	0.5	3	orange	B_Spar_10	Spar	3.7	270	2	84	1	NA	NA	NA	NA
2	B11	SHOREABECCARINA_Sbec	B	11	5.5	0.5	0	white	B_Sbec_11	Sbec	6.59	423	9	84	1	NA	NA	NA	NA
2	B12	8L_Sxan_10	B	12	6	0.5	3	orange	B_Sxan_12	Sxan	4.87	331	9	84	1	NA	NA	NA	NA
2	B13	SJoh_m	B	13	6.5	0.5	0	white	B_Sjoh_13	Sjoh	3.94	362	4	84	1	NA	NA	NA	NA
2	B14	Pm_m_3	B	14	7	0.5	0	white	B_Pmal_14	Pmal	4.43	350	5	84	1	NA	NA	NA	NA
2	B15	ou_sxan_2	B	15	7.5	0.5	21	green	B_Sxan_15	Sxan	NA	NA	NA	30	0	NA	NA	NA	NA
2	B16	9J_Ptom_14	B	16	8	0.5	12	blue	B_Ptom_16	Ptom	3.69	170	2	84	1	NA	NA	NA	NA
2	B17	Ptom_m_3	B	17	4.5	1	21	green	B_Ptom_17	Ptom	4.38	410	0	84	1	NA	NA	NA	NA
2	B18	Ptom_m_3	B	18	5	1	15	red	B_Ptom_18	Ptom	NA	NA	NA	37	0	NA	NA	NA	NA
2	B19	ou_SJoh_23A	B	19	5.5	1	18	silver	B_Sjoh_19	Sjoh	4.46	400	3	70	1	NA	NA	NA	NA
2	B20	Sp_m_1	B	20	6	1	12	blue	B_Spar_20	Spar	4.63	400	4	84	1	NA	NA	NA	NA
2	B21	Ssmi_Tawau	B	21	6.5	1	0	white	B_Ssmi_21	Ssmi	4.65	445	6	84	1	NA	NA	NA	NA
2	B22	Ssem_ou	B	22	7	1	6	yellow	B_Ssem_22	Ssem	4.12	241	3	84	1	NA	NA	NA	NA
2	B23	Ssmi_3A	B	23	7.5	1	15	red	B_Ssmi_23	Ssmi	4.53	400	2	84	1	NA	NA	NA	NA
2	B24	8m_Sxan_3	B	24	8	1	9	black	B_Sxan_24	Sxan	NA	NA	NA	41	0	NA	NA	NA	NA
2	B25	12H_Pmal_1	B	25	4.5	1.5	9	black	B_Pmal_25	Pmal	3.9	221	3	84	1	NA	NA	NA	NA
2	B26	8m_Sxan_3	B	26	5	1.5	6	yellow	B_Sxan_26	Sxan	NA	NA	NA	35	0	NA	NA	NA	NA
2	B27	DL_m_3	B	27	5.5	1.5	0	white	B_Dry_27	Dry	5.55	600	18	84	1	NA	NA	NA	NA
2	B28	Sxan_1	B	28	6	1.5	18	silver	B_Sxan_28	Sxan	NA	NA	NA	39	0	NA	NA	NA	NA
2	B29	SS	B	29	6.5	1.5	12	blue	B_Ssem_29	Ssem	4.3	250	0	84	1	NA	NA	NA	NA
2	B30	Pm_m_3	B	30	7	1.5	9	black	B_Pmal_30	Pmal	3.78	360	4	84	1	NA	NA	NA	NA
2	B31	SS	B	31	7.5	1.5	0	white	B_Ssem_31	Ssem	4.62	256	10	84	1	NA	NA	NA	NA
2	B32	Sbec_Sfr	B	32	8	1.5	21	green	B_Sbec_32	Sbec	NA	NA	NA	26	0	NA	NA	NA	NA
2	B33	9L_Pmal_7	B	33	4.5	2	15	red	B_Pmal_33	Pmal	NA	NA	NA	40	0	NA	NA	NA	NA
2	B34	8Q_Slep_4	B	34	5	2	18	silver	B_Slep_34	Slep	6.5	474	7	84	1	NA	NA	NA	NA
2	B35	11H_Sxan_7	B	35	5.5	2	12	blue	B_Sxan_35	Sxan	NA	NA	NA	40	0	NA	NA	NA	NA
2	B36	SHOREABECCARINA_Sbec	B	36	6	2	9	black	B_Sbec_36	Sbec	5.08	245	4	84	1	NA	NA	NA	NA
2	B37	DL_m_7	B	37	6.5	2	6	yellow	B_Dry_37	Dry	5.69	510	6	84	1	NA	NA	NA	NA
2	B38	SHOREABECCARINA_Sbec	B	38	7	2	3	orange	B_Sbec_38	Sbec	4.22	310	3	84	1	NA	NA	NA	NA
2	B39	SHOREABECCARINA_Sbec	B	39	7.5	2	15	red	B_Sbec_39	Sbec	5.85	361	2	84	1	NA	NA	NA	NA
2	B40	DL_m_3	B	40	8	2	3	orange	B_Dry_40	Dry	6	605	17	84	1	NA	NA	NA	NA
2	B41	Ssmi_m_2	B	41	4.5	2.5	21	green	B_Ssmi_41	Ssmi	NA	NA	NA	41	0	NA	NA	NA	NA
2	B42	8Q_Slep_4	B	42	5	2.5	18	silver	B_Slep_42	Slep	7.36	461	7	84	1	NA	NA	NA	NA
2	B43	SHOREABECCARINA_Sbec	B	43	5.5	2.5	18	silver	B_Sbec_43	Sbec	4.78	410	5	84	1	NA	NA	NA	NA
2	B44	Ptom_3_rdc	B	44	6	2.5	0	white	B_Ptom_44	Ptom	5.5	290	8	84	1	NA	NA	NA	NA
2	B45	Ssmi_5	B	45	6.5	2.5	9	black	B_Ssmi_45	Ssmi	6.32	310	2	84	1	NA	NA	NA	NA
2	B46	Pmal_Tawau	B	46	7	2.5	21	green	B_Pmal_46	Pmal	NA	NA	NA	32	0	NA	NA	NA	NA
2	B47	9P_Spar_2	B	47	7.5	2.5	12	blue	B_Spar_47	Spar	NA	NA	NA	30	0	NA	NA	NA	NA
2	B48	SP_m_7	B	48	8	2.5	9	black	B_Spar_48	Spar	4.4	291	6	84	1	NA	NA	NA	NA
2	B49	12H_Pmal_1	B	49	4.5	3	12	blue	B_Pmal_49	Pmal	3.94	171	0	84	1	NA	NA	NA	NA
2	B50	8m_SJoh_6	B	50	5	3	12	blue	B_Sjoh_50	Sjoh	NA	NA	NA	31	0	NA	NA	NA	NA
2	B51	Sp_m_3	B	51	5.5	3	18	silver	B_Spar_51	Spar	5.88	505	0	84	1	NA	NA	NA	NA
2	B52	SS	B	52	6	3	18	silver	B_Ssem_52	Ssem	4.03	276	0	60	1	NA	NA	NA	NA
2	B53	DL_m_6	B	53	6.5	3	9	black	B_Dry_53	Dry	4.32	372	12	84	1	NA	NA	NA	NA
2	B54	DL_Tawau	B	54	7	3	3	orange	B_Dry_54	Dry	4.64	395	5	84	1	NA	NA	NA	NA
2	B55	SL_m_1	B	55	7.5	3	9	black	B_Slep_55	Slep	4.43	360	4	84	1	NA	NA	NA	NA
2	B56	Ssmi_4	B	56	8	3	0	white	B_Ssmi_56	Ssmi	5.79	470	7	84	1	NA	NA	NA	NA
2	B57	8L_SJoh_50	B	57	4.5	3.5	9	black	B_Sjoh_57	Sjoh	4.19	361	0	42	1	NA	NA	NA	NA
2	B58	9J_Ptom_14	B	58	5	3.5	18	silver	B_Ptom_58	Ptom	NA	NA	NA	22	0	NA	NA	NA	NA
2	B59	Ssmi_3A	B	59	5.5	3.5	18	silver	B_Ssmi_59	Ssmi	NA	NA	NA	25	0	NA	NA	NA	NA
2	B60	8K_SJoh_8	B	60	6	3.5	0	white	B_Sjoh_60	Sjoh	4.46	320	3	84	1	NA	NA	NA	NA
2	B61	9H_Ssmi_4	B	61	6.5	3.5	9	black	B_Ssmi_61	Ssmi	6.05	451	5	84	1	NA	NA	NA	NA
2	B62	11H_Sxan_1	B	62	7	3.5	3	orange	B_Sxan_62	Sxan	6.31	405	15	84	1	NA	NA	NA	NA
2	B63	8P_Slep_4	B	63	7.5	3.5	15	red	B_Slep_63	Slep	5.76	320	7	84	1	NA	NA	NA	NA
2	B64	Pt_m_5	B	64	8	3.5	3	orange	B_Ptom_64	Ptom	5.83	435	6	84	1	NA	NA	NA	NA
2	B65	DL_m_2	B	65	4.5	4	6	yellow	B_Dry_65	Dry	6.29	600	14	84	1	NA	NA	NA	NA
2	B66	Ssmi_19	B	66	5	4	12	blue	B_Ssmi_66	Ssmi	6.21	520	3	84	1	NA	NA	NA	NA
2	B67	Pm_m_4	B	67	5.5	4	21	green	B_Pmal_67	Pmal	5.32	230	0	84	1	NA	NA	NA	NA
2	B68	ou_SJoh	B	68	6	4	6	yellow	B_Sjoh_68	Sjoh	5.54	410	3	84	1	NA	NA	NA	NA
2	B69	SL_m_72	B	69	6.5	4	15	red	B_Slep_69	Slep	6.27	411	12	84	1	NA	NA	NA	NA
2	B70	SS	B	70	7	4	0	white	B_Ssem_70	Ssem	5.41	300	13	84	1	NA	NA	NA	NA
2	B71	9Q_Spar_10	B	71	7.5	4	21	green	B_Spar_71	Spar	NA	NA	NA	26	0	NA	NA	NA	NA
2	B72	Ssmi_Tawau	B	72	8	4	6	yellow	B_Ssmi_72	Ssmi	5.81	370	5	47	1	NA	NA	NA	NA
2	B73	Spar_1	B	73	4.5	4.5	6	yellow	B_Spar_73	Spar	4.23	360	4	84	1	NA	NA	NA	NA
2	B74	Pmal_m_1	B	74	5	4.5	12	blue	B_Pmal_74	Pmal	4.41	375	2	84	1	NA	NA	NA	NA
2	B75	Slep_1	B	75	5.5	4.5	6	yellow	B_Slep_75	Slep	5.24	411	5	84	1	NA	NA	NA	NA
2	B76	Ptom_3_rdc	B	76	6	4.5	6	yellow	B_Ptom_76	Ptom	5.22	280	1	84	1	NA	NA	NA	NA
2	B77	SJ_m_5	B	77	6.5	4.5	6	yellow	B_Sjoh_77	Sjoh	4.29	341	6	84	1	NA	NA	NA	NA
2	B78	8K_SJoh_8	B	78	7	4.5	9	black	B_Sjoh_78	Sjoh	4.71	361	6	84	1	NA	NA	NA	NA
2	B79	8m_SJoh_7	B	79	7.5	4.5	18	silver	B_Sjoh_79	Sjoh	NA	NA	NA	41	0	NA	NA	NA	NA
2	B80	S.Joh_m_7	B	80	8	4.5	15	red	B_Sjoh_80	Sjoh	4.27	300	0	72	1	NA	NA	NA	NA
2	B81	SS	B	81	4.5	5	9	black	B_Ssem_81	Ssem	5.62	330	9	84	1	NA	NA	NA	NA
2	B82	Pt_m_4	B	82	5	5	3	orange	B_Ptom_82	Ptom	NA	NA	NA	33	0	NA	NA	NA	NA
2	B83	8m_SJoh_9	B	83	5.5	5	15	red	B_Sjoh_83	Sjoh	NA	NA	NA	32	0	NA	NA	NA	NA
2	B84	SS	B	84	6	5	9	black	B_Ssem_84	Ssem	4.8	250	11	84	1	NA	NA	NA	NA
2	B85	SHOREABECCARINA_Sbec	B	85	6.5	5	12	blue	B_Sbec_85	Sbec	3.23	205	0	44	1	NA	NA	NA	NA
2	B86	Ssmi_Tawau	B	86	7	5	18	silver	B_Ssmi_86	Ssmi	5.39	335	2	84	1	NA	NA	NA	NA
2	B87	DL_m_1	B	87	7.5	5	18	silver	B_Dry_87	Dry	6.55	492	10	84	1	NA	NA	NA	NA
2	B88	SL_maliau	B	88	8	5	12	blue	B_Slep_88	Slep	NA	NA	NA	14	0	NA	NA	NA	NA
2	B89	12H_Pmal_1	B	89	4.5	5.5	3	orange	B_Pmal_89	Pmal	5.99	410	9	84	1	NA	NA	NA	NA
2	B90	SJ_m_4	B	90	5	5.5	3	orange	B_Sjoh_90	Sjoh	4.14	460	4	84	1	NA	NA	NA	NA
2	B91	Sbec_Sfr	B	91	5.5	5.5	18	silver	B_Sbec_91	Sbec	NA	NA	NA	14	0	NA	NA	NA	NA
2	B92	Ssem_ou	B	92	6	5.5	18	silver	B_Ssem_92	Ssem	3.36	220	3	81	1	NA	NA	NA	NA
2	B93	9K_Sxan_29	B	93	6.5	5.5	9	black	B_Sxan_93	Sxan	NA	NA	NA	40	0	NA	NA	NA	NA
2	B94	DL_m_6	B	94	7	5.5	0	white	B_Dry_94	Dry	4.31	375	12	84	1	NA	NA	NA	NA
2	B95	Sxan_3_RDC	B	95	7.5	5.5	0	white	B_Sxan_95	Sxan	3.85	500	15	84	1	NA	NA	NA	NA
2	B96	8L_Pmal_9	B	96	8	5.5	6	yellow	B_Pmal_96	Pmal	5.41	300	7	84	1	NA	NA	NA	NA
2	B97	Ssmi_19	B	97	4.5	6	6	yellow	B_Ssmi_97	Ssmi	5.82	490	3	84	1	NA	NA	NA	NA
2	B98	8_m_Pmal_8	B	98	5	6	18	silver	B_Pmal_98	Pmal	NA	NA	NA	32	0	NA	NA	NA	NA
2	B99	Ptom_2_RDC	B	99	5.5	6	21	green	B_Ptom_99	Ptom	NA	NA	NA	41	0	NA	NA	NA	NA
2	B100	SHOREABECCARINA_Sbec	B	100	6	6	6	yellow	B_Sbec_100	Sbec	5.66	430	3	84	1	NA	NA	NA	NA
2	B101	SL_m_114	B	101	6.5	6	21	green	B_Slep_101	Slep	4.01	445	0	48	1	NA	NA	NA	NA
2	B102	SS	B	102	7	6	21	green	B_Ssem_102	Ssem	NA	NA	NA	14	0	NA	NA	NA	NA
2	B103	8Pslep_2	B	103	7.5	6	21	green	B_Slep_103	Slep	5.17	425	9	84	1	NA	NA	NA	NA
2	B104	Ssem_ou	B	104	8	6	6	yellow	B_Ssem_104	Ssem	4.34	349	7	84	1	NA	NA	NA	NA
2	B105	DL_Tawau	B	105	4.5	6.5	15	red	B_Dry_105	Dry	4.82	460	9	84	1	NA	NA	NA	NA
2	B106	Dl_m_4	B	106	5	6.5	18	silver	B_Dry_106	Dry	6.53	545	17	84	1	NA	NA	NA	NA
2	B107	SP_m_5	B	107	5.5	6.5	15	red	B_Spar_107	Spar	NA	NA	NA	14	0	NA	NA	NA	NA
2	B108	8L_Sxan_10	B	108	6	6.5	0	white	B_Sxan_108	Sxan	3.8	240	8	84	1	NA	NA	NA	NA
2	B109	8m_SJoh_7	B	109	6.5	6.5	12	blue	B_Sjoh_109	Sjoh	4.65	420	5	84	1	NA	NA	NA	NA
2	B110	11H_Sxan_1	B	110	7	6.5	6	yellow	B_Sxan_110	Sxan	3.07	200	0	84	1	NA	NA	NA	NA
2	B111	9K_Sxan_2	B	111	7.5	6.5	18	silver	B_Sxan_111	Sxan	3.57	250	3	61	1	NA	NA	NA	NA
2	B112	8m_Sxan_3	B	112	8	6.5	15	red	B_Sxan_112	Sxan	NA	NA	NA	33	0	NA	NA	NA	NA
2	B113	12I_Slep_3	B	113	4.5	7	12	blue	B_Slep_113	Slep	7.12	565	15	84	1	NA	NA	NA	NA
2	B114	Sbec_Sfr	B	114	5	7	15	red	B_Sbec_114	Sbec	NA	NA	NA	32	0	NA	NA	NA	NA
2	B115	SL_m_6	B	115	5.5	7	0	white	B_Slep_115	Slep	4.92	560	7	84	1	NA	NA	NA	NA
2	B116	S.Joh_m_7	B	116	6	7	21	green	B_Sjoh_116	Sjoh	2.9	265	1	84	1	NA	NA	NA	NA
2	B117	8L_Ptom_6	B	117	6.5	7	6	yellow	B_Ptom_117	Ptom	4.26	210	4	84	1	NA	NA	NA	NA
2	B118	Pmal_1_RDC	B	118	7	7	15	red	B_Pmal_118	Pmal	5.16	375	0	58	1	NA	NA	NA	NA
2	B119	Ssmi_5	B	119	7.5	7	21	green	B_Ssmi_119	Ssmi	4.87	250	5	84	1	NA	NA	NA	NA
2	B120	SS	B	120	8	7	12	blue	B_Ssem_120	Ssem	3.35	270	6	84	1	NA	NA	NA	NA
2	B121	Sxan_1	B	121	4.5	7.5	12	blue	B_Sxan_121	Sxan	NA	NA	NA	31	0	NA	NA	NA	NA
2	B122	DL_m_7	B	122	5	7.5	21	green	B_Dry_122	Dry	5.99	600	21	84	1	NA	NA	NA	NA
2	B123	SS	B	123	5.5	7.5	3	orange	B_Ssem_123	Ssem	4.86	311	14	84	1	NA	NA	NA	NA
2	B124	SP_m_7	B	124	6	7.5	21	green	B_Spar_124	Spar	NA	NA	NA	33	0	NA	NA	NA	NA
2	B125	Slep_m_122	B	125	6.5	7.5	3	orange	B_Slep_125	Slep	5	430	7	84	1	NA	NA	NA	NA
2	B126	SHOREABECCARINA_Sbec	B	126	7	7.5	0	white	B_Sbec_126	Sbec	4.54	350	4	84	1	NA	NA	NA	NA
2	B127	SS	B	127	7.5	7.5	15	red	B_Ssem_127	Ssem	3.37	230	5	84	1	NA	NA	NA	NA
2	B128	Sp_m_4	B	128	8	7.5	6	yellow	B_Spar_128	Spar	4.14	320	8	84	1	NA	NA	NA	NA
2	B129	Ssmi_Tawau	B	129	4.5	8	15	red	B_Ssmi_129	Ssmi	NA	NA	NA	31	0	NA	NA	NA	NA
2	B130	DL_m_3	B	130	5	8	15	red	B_Dry_130	Dry	5.67	420	16	84	1	NA	NA	NA	NA
2	B131	Sp_m_1	B	131	5.5	8	0	white	B_Spar_131	Spar	4.91	450	11	84	1	NA	NA	NA	NA
2	B132	Ptom_3	B	132	6	8	9	black	B_Ptom_132	Ptom	3.88	254	1	48	1	NA	NA	NA	NA
2	B133	SP_m_5	B	133	6.5	8	9	black	B_Spar_133	Spar	5.06	472	14	84	1	NA	NA	NA	NA
2	B134	Sbec_Sfr	B	134	7	8	21	green	B_Sbec_134	Sbec	5.66	305	0	54	1	NA	NA	NA	NA
2	B135	DL_m_1	B	135	7.5	8	12	blue	B_Dry_135	Dry	7.76	645	16	84	1	NA	NA	NA	NA
2	B136	Pt_m_4	B	136	8	8	15	red	B_Ptom_136	Ptom	4.56	390	2	84	1	NA	NA	NA	NA
2	B137	DL_m_7	B	137	4.5	8.5	9	black	B_Dry_137	Dry	5.51	530	4	84	1	NA	NA	NA	NA
2	B138	Pm_m_5	B	138	5	8.5	18	silver	B_Pmal_138	Pmal	4.07	400	0	69	1	NA	NA	NA	NA
2	B139	9K_Sxan_29	B	139	5.5	8.5	21	green	B_Sxan_139	Sxan	NA	NA	NA	35	0	NA	NA	NA	NA
2	B140	Pmal_1_RDC	B	140	6	8.5	3	orange	B_Pmal_140	Pmal	6.67	505	15	84	1	NA	NA	NA	NA
2	B141	12H_Slep_8	B	141	6.5	8.5	9	black	B_Slep_141	Slep	4.64	370	10	84	1	NA	NA	NA	NA
2	B142	9Q_Spar_10	B	142	7	8.5	18	silver	B_Spar_142	Spar	4.24	475	1	84	1	NA	NA	NA	NA
2	B143	9I_Ptom_5	B	143	7.5	8.5	18	silver	B_Ptom_143	Ptom	4.21	335	0	69	1	NA	NA	NA	NA
2	B144	SHOREABECCARINA_Sbec	B	144	8	8.5	12	blue	B_Sbec_144	Sbec	5.07	441	5	84	1	NA	NA	NA	NA
2	B145	Pt_m_1	B	145	4.5	9	12	blue	B_Ptom_145	Ptom	4.48	330	0	54	1	NA	NA	NA	NA
2	B146	Ptom_3	B	146	5	9	0	white	B_Ptom_146	Ptom	4.61	201	5	84	1	NA	NA	NA	NA
2	B147	SS	B	147	5.5	9	15	red	B_Ssem_147	Ssem	4.46	220	5	83	1	NA	NA	NA	NA
2	B148	DL_Tawau	B	148	6	9	12	blue	B_Dry_148	Dry	6.66	600	21	84	1	NA	NA	NA	NA
2	B149	12H_Slep_8	B	149	6.5	9	0	white	B_Slep_149	Slep	5.68	530	9	84	1	NA	NA	NA	NA
2	B150	Ssem_ou	B	150	7	9	3	orange	B_Ssem_150	Ssem	3.28	250	4	84	1	NA	NA	NA	NA
2	B151	SJ_m_10	B	151	7.5	9	21	green	B_Sjoh_151	Sjoh	4.06	300	2	84	1	NA	NA	NA	NA
2	B152	DL_Tawau	B	152	8	9	21	green	B_Dry_152	Dry	6.03	530	19	84	1	NA	NA	NA	NA
2	B153	SP_m_5	B	153	4.5	9.5	0	white	B_Spar_153	Spar	5.45	535	8	84	1	NA	NA	NA	NA
2	B154	Slep_1	B	154	5	9.5	3	orange	B_Slep_154	Slep	6.08	505	6	84	1	NA	NA	NA	NA
2	B155	SHOREABECCARINA_Sbec	B	155	5.5	9.5	6	yellow	B_Sbec_155	Sbec	8.76	410	7	84	1	NA	NA	NA	NA
2	B156	Ssmi_Tawau	B	156	6	9.5	3	orange	B_Ssmi_156	Ssmi	6.39	350	6	84	1	NA	NA	NA	NA
2	B157	SS	B	157	6.5	9.5	21	green	B_Ssem_157	Ssem	4.46	310	12	84	1	NA	NA	NA	NA
2	B158	SL_m_72	B	158	7	9.5	6	yellow	B_Slep_158	Slep	3.64	454	10	84	1	NA	NA	NA	NA
2	B159	Sbec_Sfr	B	159	7.5	9.5	9	black	B_Sbec_159	Sbec	4.69	285	0	84	1	NA	NA	NA	NA
2	B160	9K_Sxan_29	B	160	8	9.5	15	red	B_Sxan_160	Sxan	2.99	130	3	84	1	NA	NA	NA	NA
2	C1	Dl_m_4	C	1	9	0	0	white	C_Dry_1	Dry	7.69	440	21	84	1	NA	NA	NA	NA
2	C2	DL_Tawau	C	2	9.5	0	3	orange	C_Dry_2	Dry	6.16	565	17	84	1	NA	NA	NA	NA
2	C3	Pmal_1_RDC	C	3	10	0	6	yellow	C_Pmal_3	Pmal	4.56	335	3	84	1	NA	NA	NA	NA
2	C4	Ssmi_5	C	4	10.5	0	12	blue	C_Ssmi_4	Ssmi	5.93	475	1	84	1	NA	NA	NA	NA
2	C5	Pt_m_4	C	5	11	0	21	green	C_Ptom_5	Ptom	NA	NA	NA	32	0	NA	NA	NA	NA
2	C6	Sbec_Sfr	C	6	11.5	0	12	blue	C_Sbec_6	Sbec	NA	NA	NA	37	0	NA	NA	NA	NA
2	C7	ou_sxan_2	C	7	12	0	6	yellow	C_Sxan_7	Sxan	4.38	290	0	42	1	NA	NA	NA	NA
2	C8	9P_Spar_2	C	8	12.5	0	12	blue	C_Spar_8	Spar	NA	NA	NA	33	0	NA	NA	NA	NA
2	C9	8K_SJoh_8	C	9	9	0.5	3	orange	C_Sjoh_9	Sjoh	3.55	350	3	84	1	NA	NA	NA	NA
2	C10	Pt_m_1	C	10	9.5	0.5	12	blue	C_Ptom_10	Ptom	NA	NA	NA	14	0	NA	NA	NA	NA
2	C11	Ssmi_Tawau	C	11	10	0.5	9	black	C_Ssmi_11	Ssmi	7.16	460	8	84	1	NA	NA	NA	NA
2	C12	SP_m_5	C	12	10.5	0.5	0	white	C_Spar_12	Spar	4.72	444	12	84	1	NA	NA	NA	NA
2	C13	Ssmi_4	C	13	11	0.5	21	green	C_Ssmi_13	Ssmi	5.56	510	1	84	1	NA	NA	NA	NA
2	C14	12I_Slep_3	C	14	11.5	0.5	6	yellow	C_Slep_14	Slep	7.48	520	14	84	1	NA	NA	NA	NA
2	C15	Ptom_4	C	15	12	0.5	21	green	C_Ptom_15	Ptom	3.97	245	0	47	1	NA	NA	NA	NA
2	C16	Sp_m_3	C	16	12.5	0.5	9	black	C_Spar_16	Spar	4.56	320	7	84	1	NA	NA	NA	NA
2	C17	9H_Ssmi_4	C	17	9	1	3	orange	C_Ssmi_17	Ssmi	5.46	520	6	84	1	NA	NA	NA	NA
2	C18	Ptom_4	C	18	9.5	1	15	red	C_Ptom_18	Ptom	4.62	260	5	42	1	NA	NA	NA	NA
2	C19	Spar_1	C	19	10	1	18	silver	C_Spar_19	Spar	NA	NA	NA	14	0	NA	NA	NA	NA
2	C20	11H_Sxan_1	C	20	10.5	1	15	red	C_Sxan_20	Sxan	NA	NA	NA	34	0	NA	NA	NA	NA
2	C21	8m_Sxan_3	C	21	11	1	12	blue	C_Sxan_21	Sxan	5.25	420	0	48	1	NA	NA	NA	NA
2	C22	DL_Tawau	C	22	11.5	1	12	blue	C_Dry_22	Dry	5.51	550	15	84	1	NA	NA	NA	NA
2	C23	DL_m_3	C	23	12	1	6	yellow	C_Dry_23	Dry	4.87	510	9	84	1	NA	NA	NA	NA
2	C24	Ssmi_m_2	C	24	12.5	1	0	white	C_Ssmi_24	Ssmi	5.36	360	5	84	1	NA	NA	NA	NA
2	C25	8Pslep_2	C	25	9	1.5	3	orange	C_Slep_25	Slep	8.04	550	14	84	1	NA	NA	NA	NA
2	C26	DL_Tawau	C	26	9.5	1.5	18	silver	C_Dry_26	Dry	5.77	590	16	84	1	NA	NA	NA	NA
2	C27	Sbec_Sfr	C	27	10	1.5	21	green	C_Sbec_27	Sbec	5.05	220	4	84	1	NA	NA	NA	NA
2	C28	8K_SJoh_8	C	28	10.5	1.5	0	white	C_Sjoh_28	Sjoh	4.47	437	8	84	1	NA	NA	NA	NA
2	C29	SHOREABECCARINA_Sbec	C	29	11	1.5	15	red	C_Sbec_29	Sbec	5.41	385	0	77	1	NA	NA	NA	NA
2	C30	Sbec_Sfr	C	30	11.5	1.5	0	white	C_Sbec_30	Sbec	5.15	485	7	84	1	NA	NA	NA	NA
2	C31	SP_m_5	C	31	12	1.5	9	black	C_Spar_31	Spar	5.4	400	6	84	1	NA	NA	NA	NA
2	C32	Ssmi_5	C	32	12.5	1.5	15	red	C_Ssmi_32	Ssmi	4.22	372	1	66	1	NA	NA	NA	NA
2	C33	Ssmi_Tawau	C	33	9	2	6	yellow	C_Ssmi_33	Ssmi	7.87	482	4	84	1	NA	NA	NA	NA
2	C34	SJ_m_10	C	34	9.5	2	12	blue	C_Sjoh_34	Sjoh	5.72	400	7	84	1	NA	NA	NA	NA
2	C35	Slep_m_122	C	35	10	2	15	red	C_Slep_35	Slep	4.35	400	7	84	1	NA	NA	NA	NA
2	C36	9P_Slep_2	C	36	10.5	2	18	silver	C_Slep_36	Slep	2.94	280	0	56	1	NA	NA	NA	NA
2	C37	DL_m_7	C	37	11	2	15	red	C_Dry_37	Dry	4.14	505	20	84	1	NA	NA	NA	NA
2	C38	SS	C	38	11.5	2	18	silver	C_Ssem_38	Ssem	3.8	250	6	84	1	NA	NA	NA	NA
2	C39	SS	C	39	12	2	0	white	C_Ssem_39	Ssem	5.68	380	11	84	1	NA	NA	NA	NA
2	C40	S.Joh_m_7	C	40	12.5	2	15	red	C_Sjoh_40	Sjoh	4.66	380	0	66	1	NA	NA	NA	NA
2	C41	SL_m_114	C	41	9	2.5	21	green	C_Slep_41	Slep	5.22	520	5	84	1	NA	NA	NA	NA
2	C42	SHOREABECCARINA_Sbec	C	42	9.5	2.5	9	black	C_Sbec_42	Sbec	5.66	330	4	84	1	NA	NA	NA	NA
2	C43	9J_Ptom_14	C	43	10	2.5	6	yellow	C_Ptom_43	Ptom	3.27	165	2	84	1	NA	NA	NA	NA
2	C44	SS	C	44	10.5	2.5	3	orange	C_Ssem_44	Ssem	5.23	295	8	84	1	NA	NA	NA	NA
2	C45	9P_Slep_2	C	45	11	2.5	0	white	C_Slep_45	Slep	4.15	355	7	84	1	NA	NA	NA	NA
