cenus	name	mother	block	poss	xcoord	ycoord	treat	col.E	tag	sp	dia	height	leaf	sday	surv	Bleaf	Bstem	Broot	Btotal
0	A1	8K_SJoh_8	A	1	0	0	18	silver	A_Sjoh_1	Sjoh	3.75	355	5	41	1	NA	NA	NA	NA
0	A2	Ssmi_m_2	A	2	0.5	0	15	red	A_Ssmi_2	Ssmi	3.98	280	5	30	1	NA	NA	NA	NA
0	A3	Pm_m_3	A	3	1	0	0	white	A_Pmal_3	Pmal	3.13	305	5	84	1	NA	NA	NA	NA
0	A4	DL_m_1	A	4	1.5	0	12	blue	A_Dry_4	Dry	4.8	505	12	84	1	NA	NA	NA	NA
0	A5	Sxan_1	A	5	2	0	18	silver	A_Sxan_5	Sxan	4.04	230	4	33	1	NA	NA	NA	NA
0	A6	8Pslep_2	A	6	2.5	0	6	yellow	A_Slep_6	Slep	5.2	454	13	84	1	NA	NA	NA	NA
0	A7	Ptom_3	A	7	3	0	6	yellow	A_Ptom_7	Ptom	4.24	160	4	84	1	NA	NA	NA	NA
0	A8	12I_Slep_3	A	8	3.5	0	18	silver	A_Slep_8	Slep	5.97	562	13	84	1	NA	NA	NA	NA
0	A9	12H_Slep_8	A	9	0	0.5	0	white	A_Slep_9	Slep	4.6	514	9	84	1	NA	NA	NA	NA
0	A10	SS	A	10	0.5	0.5	3	orange	A_Ssem_10	Ssem	4.19	335	10	84	1	NA	NA	NA	NA
0	A11	SL_maliau	A	11	1	0.5	9	black	A_Slep_11	Slep	4.38	350	14	84	1	NA	NA	NA	NA
0	A12	SP_m_7	A	12	1.5	0.5	0	white	A_Spar_12	Spar	3.06	302	6	84	1	NA	NA	NA	NA
0	A13	DL_m_1	A	13	2	0.5	15	red	A_Dry_13	Dry	6.7	561	10	84	1	NA	NA	NA	NA
0	A14	SS	A	14	2.5	0.5	6	yellow	A_Ssem_14	Ssem	2.56	185	10	84	1	NA	NA	NA	NA
0	A15	SS	A	15	3	0.5	0	white	A_Ssem_15	Ssem	4.43	122	4	84	1	NA	NA	NA	NA
0	A16	Sp_m_3	A	16	3.5	0.5	15	red	A_Spar_16	Spar	4.21	410	7	66	1	NA	NA	NA	NA
0	A17	SS	A	17	0	1	18	silver	A_Ssem_17	Ssem	3.29	242	6	55	1	NA	NA	NA	NA
0	A18	8m_Sxan_3	A	18	0.5	1	18	silver	A_Sxan_18	Sxan	4.63	265	7	26	1	NA	NA	NA	NA
0	A19	Sbec_Sfr	A	19	1	1	21	green	A_Sbec_19	Sbec	5.01	355	6	26	1	NA	NA	NA	NA
0	A20	9P_Slep_2	A	20	1.5	1	3	orange	A_Slep_20	Slep	4.11	311	5	84	1	NA	NA	NA	NA
0	A21	SS	A	21	2	1	15	red	A_Ssem_21	Ssem	3.82	392	9	67	1	NA	NA	NA	NA
0	A22	DL_m_2	A	22	2.5	1	3	orange	A_Dry_22	Dry	5.65	693	11	84	1	NA	NA	NA	NA
0	A23	8m_Sxan_3	A	23	3	1	3	orange	A_Sxan_23	Sxan	2.56	171	5	77	1	NA	NA	NA	NA
0	A24	SHOREABECCARINA_Sbec	A	24	3.5	1	0	white	A_Sbec_24	Sbec	5.14	312	6	84	1	NA	NA	NA	NA
0	A25	8P_Slep_4	A	25	0	1.5	18	silver	A_Slep_25	Slep	3.31	372	4	84	1	NA	NA	NA	NA
0	A26	SL_m_1	A	26	0.5	1.5	9	black	A_Slep_26	Slep	3.27	350	6	84	1	NA	NA	NA	NA
0	A27	8K_SJoh_8	A	27	1	1.5	3	orange	A_Sjoh_27	Sjoh	2.79	365	4	84	1	NA	NA	NA	NA
0	A28	Spar_1	A	28	1.5	1.5	9	black	A_Spar_28	Spar	4.95	442	9	84	1	NA	NA	NA	NA
0	A29	Spar_1	A	29	2	1.5	12	blue	A_Spar_29	Spar	4.49	372	7	84	1	NA	NA	NA	NA
0	A30	SJ_m_5	A	30	2.5	1.5	6	yellow	A_Sjoh_30	Sjoh	4.01	335	9	84	1	NA	NA	NA	NA
0	A31	All_Ptom_4	A	31	3	1.5	15	red	A_Ptom_31	Ptom	3.67	254	5	37	1	NA	NA	NA	NA
0	A32	Sbec_Sfr	A	32	3.5	1.5	18	silver	A_Sbec_32	Sbec	5.65	430	6	84	1	NA	NA	NA	NA
0	A33	Sbec_Sfr	A	33	0	2	12	blue	A_Sbec_33	Sbec	4.72	380	6	33	1	NA	NA	NA	NA
0	A34	DL_m_3	A	34	0.5	2	21	green	A_Dry_34	Dry	4.33	460	11	84	1	NA	NA	NA	NA
0	A35	SJ_m_1	A	35	1	2	9	black	A_Sjoh_35	Sjoh	3.81	362	9	84	1	NA	NA	NA	NA
0	A36	Ssmi_5	A	36	1.5	2	12	blue	A_Ssmi_36	Ssmi	6.29	354	5	56	1	NA	NA	NA	NA
0	A37	SHOREABECCARINA_Sbec	A	37	2	2	9	black	A_Sbec_37	Sbec	6.1	432	4	84	1	NA	NA	NA	NA
0	A38	Pm_m_4	A	38	2.5	2	15	red	A_Pmal_38	Pmal	3.8	285	5	42	1	NA	NA	NA	NA
0	A39	Slep_1	A	39	3	2	21	green	A_Slep_39	Slep	4.87	369	7	84	1	NA	NA	NA	NA
0	A40	SP_m_5	A	40	3.5	2	15	red	A_Spar_40	Spar	4.12	428	8	46	1	NA	NA	NA	NA
0	A41	12H_Pmal_1	A	41	0	2.5	6	yellow	A_Pmal_41	Pmal	2.65	124	3	84	1	NA	NA	NA	NA
0	A42	9L_Pmal_7	A	42	0.5	2.5	21	green	A_Pmal_42	Pmal	3.28	283	7	66	1	NA	NA	NA	NA
0	A43	ou_SJoh	A	43	1	2.5	0	white	A_Sjoh_43	Sjoh	2.65	275	4	84	1	NA	NA	NA	NA
0	A44	Sp_m_4	A	44	1.5	2.5	0	white	A_Spar_44	Spar	3.91	322	7	84	1	NA	NA	NA	NA
0	A45	DL_Tawau	A	45	2	2.5	6	yellow	A_Dry_45	Dry	5.54	510	24	84	1	NA	NA	NA	NA
0	A46	SHOREABECCARINA_Sbec	A	46	2.5	2.5	12	blue	A_Sbec_46	Sbec	5.87	365	6	84	1	NA	NA	NA	NA
0	A47	DL_m_6	A	47	3	2.5	18	silver	A_Dry_47	Dry	2.59	295	9	84	1	NA	NA	NA	NA
0	A48	Pt_m_4	A	48	3.5	2.5	6	yellow	A_Ptom_48	Ptom	3.33	278	4	84	1	NA	NA	NA	NA
0	A49	SL_m_72	A	49	0	3	6	yellow	A_Slep_49	Slep	3.41	340	9	84	1	NA	NA	NA	NA
0	A50	Pmal_1_RDC	A	50	0.5	3	18	silver	A_Pmal_50	Pmal	4.45	389	7	31	1	NA	NA	NA	NA
0	A51	SHOREABECCARINA_Sbec	A	51	1	3	18	silver	A_Sbec_51	Sbec	4.91	310	7	84	1	NA	NA	NA	NA
0	A52	8m_SJoh_6	A	52	1.5	3	18	silver	A_Sjoh_52	Sjoh	2.77	256	6	31	1	NA	NA	NA	NA
0	A53	8L_SJoh_50	A	53	2	3	0	white	A_Sjoh_53	Sjoh	4.27	322	6	84	1	NA	NA	NA	NA
0	A54	Sp_m_1	A	54	2.5	3	21	green	A_Spar_54	Spar	4.4	397	10	70	1	NA	NA	NA	NA
0	A55	Ssem_ou	A	55	3	3	9	black	A_Ssem_55	Ssem	4.04	277	4	84	1	NA	NA	NA	NA
0	A56	Ssmi_4	A	56	3.5	3	3	orange	A_Ssmi_56	Ssmi	7.32	522	6	84	1	NA	NA	NA	NA
0	A57	Ptom_4	A	57	0	3.5	9	black	A_Ptom_57	Ptom	4.71	240	7	84	1	NA	NA	NA	NA
0	A58	8m_SJoh_7	A	58	0.5	3.5	15	red	A_Sjoh_58	Sjoh	3.98	278	7	66	1	NA	NA	NA	NA
0	A59	8L_Pmal_9	A	59	1	3.5	15	red	A_Pmal_59	Pmal	4.78	310	7	72	1	NA	NA	NA	NA
0	A60	Ptom_2_RDC	A	60	1.5	3.5	9	black	A_Ptom_60	Ptom	3.31	177	6	44	1	NA	NA	NA	NA
0	A61	Slep_m_122	A	61	2	3.5	0	white	A_Slep_61	Slep	4.24	375	16	84	1	NA	NA	NA	NA
0	A62	Sbec_Sfr	A	62	2.5	3.5	9	black	A_Sbec_62	Sbec	5.5	344	5	32	1	NA	NA	NA	NA
0	A63	Ssem_ou	A	63	3	3.5	3	orange	A_Ssem_63	Ssem	4.35	265	6	84	1	NA	NA	NA	NA
0	A64	8L_Sxan_10	A	64	3.5	3.5	12	blue	A_Sxan_64	Sxan	3.53	222	8	34	1	NA	NA	NA	NA
0	A65	SHOREABECCARINA_Sbec	A	65	0	4	15	red	A_Sbec_65	Sbec	5.01	285	2	84	1	NA	NA	NA	NA
0	A66	DL_Tawau	A	66	0.5	4	6	yellow	A_Dry_66	Dry	4.42	390	10	84	1	NA	NA	NA	NA
0	A67	Ssmi_5	A	67	1	4	18	silver	A_Ssmi_67	Ssmi	4.66	350	3	84	1	NA	NA	NA	NA
0	A68	SS	A	68	1.5	4	21	green	A_Ssem_68	Ssem	4.18	340	9	79	1	NA	NA	NA	NA
0	A69	DL_m_7	A	69	2	4	0	white	A_Dry_69	Dry	5.26	570	17	84	1	NA	NA	NA	NA
0	A70	DL_m_6	A	70	2.5	4	0	white	A_Dry_70	Dry	2.74	270	7	84	1	NA	NA	NA	NA
0	A71	Pmal_Tawau	A	71	3	4	12	blue	A_Pmal_71	Pmal	4.22	410	7	72	1	NA	NA	NA	NA
0	A72	9K_Sxan_29	A	72	3.5	4	0	white	A_Sxan_72	Sxan	2.94	162	8	84	1	NA	NA	NA	NA
0	A73	Dl_m_4	A	73	0	4.5	12	blue	A_Dry_73	Dry	5.78	542	10	84	1	NA	NA	NA	NA
0	A74	SHOREABECCARINA_Sbec	A	74	0.5	4.5	0	white	A_Sbec_74	Sbec	4.9	365	6	84	1	NA	NA	NA	NA
0	A75	SS	A	75	1	4.5	12	blue	A_Ssem_75	Ssem	2.4	165	7	84	1	NA	NA	NA	NA
0	A76	Ssmi_19	A	76	1.5	4.5	6	yellow	A_Ssmi_76	Ssmi	4.42	360	6	84	1	NA	NA	NA	NA
0	A77	9H_Ssmi_4	A	77	2	4.5	21	green	A_Ssmi_77	Ssmi	5.47	423	7	26	1	NA	NA	NA	NA
0	A78	SJ_m_4	A	78	2.5	4.5	12	blue	A_Sjoh_78	Sjoh	3.79	382	6	69	1	NA	NA	NA	NA
0	A79	Ptom_2_RDC	A	79	3	4.5	0	white	A_Ptom_79	Ptom	4.25	252	3	84	1	NA	NA	NA	NA
0	A80	8m_SJoh_7	A	80	3.5	4.5	9	black	A_Sjoh_80	Sjoh	5.64	426	7	84	1	NA	NA	NA	NA
0	A81	Ssmi_3A	A	81	0	5	9	black	A_Ssmi_81	Ssmi	3.35	263	5	84	1	NA	NA	NA	NA
0	A82	8m_SJoh_7	A	82	0.5	5	12	blue	A_Sjoh_82	Sjoh	3.08	253	4	30	1	NA	NA	NA	NA
0	A83	8Q_Slep_4	A	83	1	5	12	blue	A_Slep_83	Slep	4.22	380	6	84	1	NA	NA	NA	NA
0	A84	SL_m_6	A	84	1.5	5	3	orange	A_Slep_84	Slep	4.53	384	11	84	1	NA	NA	NA	NA
0	A85	DL_m_7	A	85	2	5	18	silver	A_Dry_85	Dry	4.36	545	12	84	1	NA	NA	NA	NA
0	A86	Pt_m_1	A	86	2.5	5	21	green	A_Ptom_86	Ptom	4.39	382	6	49	1	NA	NA	NA	NA
0	A87	Ssem_ou	A	87	3	5	9	black	A_Ssem_87	Ssem	4.3	310	8	84	1	NA	NA	NA	NA
0	A88	Sxan_3_RDC	A	88	3.5	5	15	red	A_Sxan_88	Sxan	1.95	232	5	31	1	NA	NA	NA	NA
0	A89	Ptom_m_3	A	89	0	5.5	3	orange	A_Ptom_89	Ptom	4.3	423	7	84	1	NA	NA	NA	NA
0	A90	Ptom_3	A	90	0.5	5.5	3	orange	A_Ptom_90	Ptom	3.49	186	4	30	1	NA	NA	NA	NA
0	A91	8m_Sxan_3	A	91	1	5.5	15	red	A_Sxan_91	Sxan	4.34	320	8	34	1	NA	NA	NA	NA
0	A92	8n_Sxan	A	92	1.5	5.5	21	green	A_Sxan_92	Sxan	2.85	180	6	27	1	NA	NA	NA	NA
0	A93	SS	A	93	2	5.5	15	red	A_Ssem_93	Ssem	3.28	245	8	70	1	NA	NA	NA	NA
0	A94	9Q_Spar_10	A	94	2.5	5.5	18	silver	A_Spar_94	Spar	4.34	374	12	54	1	NA	NA	NA	NA
0	A95	Pmal_m_2	A	95	3	5.5	12	blue	A_Pmal_95	Pmal	3.21	282	5	84	1	NA	NA	NA	NA
0	A96	9J_Ptom_14	A	96	3.5	5.5	18	silver	A_Ptom_96	Ptom	3.14	163	4	84	1	NA	NA	NA	NA
0	A97	Sxan_3_RDC	A	97	0	6	0	white	A_Sxan_97	Sxan	2.71	132	5	84	1	NA	NA	NA	NA
0	A98	Sbec_Sfr	A	98	0.5	6	21	green	A_Sbec_98	Sbec	4.65	352	5	26	1	NA	NA	NA	NA
0	A99	Sp_m_4	A	99	1	6	6	yellow	A_Spar_99	Spar	3.68	292	9	84	1	NA	NA	NA	NA
0	A100	8L_Sxan_10	A	100	1.5	6	12	blue	A_Sxan_100	Sxan	3.26	153	5	42	1	NA	NA	NA	NA
0	A101	SS	A	101	2	6	0	white	A_Ssem_101	Ssem	2.7	178	9	84	1	NA	NA	NA	NA
0	A102	8L_Pmal_9	A	102	2.5	6	6	yellow	A_Pmal_102	Pmal	3.41	215	6	44	1	NA	NA	NA	NA
0	A103	DL_m_7	A	103	3	6	15	red	A_Dry_103	Dry	4.74	491	15	84	1	NA	NA	NA	NA
0	A104	SHOREABECCARINA_Sbec	A	104	3.5	6	3	orange	A_Sbec_104	Sbec	5.65	415	7	84	1	NA	NA	NA	NA
0	A105	SS	A	105	0	6.5	6	yellow	A_Ssem_105	Ssem	3.23	205	9	84	1	NA	NA	NA	NA
0	A106	SHOREABECCARINA_Sbec	A	106	0.5	6.5	6	yellow	A_Sbec_106	Sbec	4.9	372	5	84	1	NA	NA	NA	NA
0	A107	12H_Pmal_1	A	107	1	6.5	9	black	A_Pmal_107	Pmal	4.03	215	6	84	1	NA	NA	NA	NA
0	A108	Sbec_Sfr	A	108	1.5	6.5	15	red	A_Sbec_108	Sbec	4.63	320	6	82	1	NA	NA	NA	NA
0	A109	Pt_m_1	A	109	2	6.5	15	red	A_Ptom_109	Ptom	4.17	380	7	43	1	NA	NA	NA	NA
0	A110	DL_m_3	A	110	2.5	6.5	9	black	A_Dry_110	Dry	5.06	553	8	84	1	NA	NA	NA	NA
0	A111	SP_m_7	A	111	3	6.5	12	blue	A_Spar_111	Spar	3.19	359	8	84	1	NA	NA	NA	NA
0	A112	Sp_m_3	A	112	3.5	6.5	3	orange	A_Spar_112	Spar	3.91	345	7	84	1	NA	NA	NA	NA
0	A113	SL_maliau	A	113	0	7	15	red	A_Slep_113	Slep	3.3	347	6	84	1	NA	NA	NA	NA
0	A114	8P_Slep_4	A	114	0.5	7	12	blue	A_Slep_114	Slep	6.58	400	12	84	1	NA	NA	NA	NA
0	A115	Ssmi_4	A	115	1	7	0	white	A_Ssmi_115	Ssmi	6.46	469	6	84	1	NA	NA	NA	NA
0	A116	8L_Ptom_6	A	116	1.5	7	12	blue	A_Ptom_116	Ptom	4.03	150	3	31	1	NA	NA	NA	NA
0	A117	SJoh_m	A	117	2	7	6	yellow	A_Sjoh_117	Sjoh	3.86	310	3	84	1	NA	NA	NA	NA
0	A118	Ssmi_Tawau	A	118	2.5	7	15	red	A_Ssmi_118	Ssmi	5.81	515	7	84	1	NA	NA	NA	NA
0	A119	8Pt_m_6	A	119	3	7	18	silver	A_Ptom_119	Ptom	4.34	372	5	42	1	NA	NA	NA	NA
0	A120	DL_Tawau	A	120	3.5	7	3	orange	A_Dry_120	Dry	4.4	525	7	84	1	NA	NA	NA	NA
0	A121	Pt_m_2	A	121	0	7.5	0	white	A_Ptom_121	Ptom	4.56	396	5	84	1	NA	NA	NA	NA
0	A122	Sxan_3_RDC	A	122	0.5	7.5	9	black	A_Sxan_122	Sxan	2.45	134	4	35	1	NA	NA	NA	NA
0	A123	12H_Pmal_1	A	123	1	7.5	3	orange	A_Pmal_123	Pmal	2.99	150	5	84	1	NA	NA	NA	NA
0	A124	Ssmi_Tawau	A	124	1.5	7.5	3	orange	A_Ssmi_124	Ssmi	5.11	467	5	84	1	NA	NA	NA	NA
0	A125	SHOREABECCARINA_Sbec	A	125	2	7.5	6	yellow	A_Sbec_125	Sbec	5.48	364	5	84	1	NA	NA	NA	NA
0	A126	8m_SJoh_7	A	126	2.5	7.5	21	green	A_Sjoh_126	Sjoh	3.08	315	5	30	1	NA	NA	NA	NA
0	A127	ou_SJoh_23A	A	127	3	7.5	15	red	A_Sjoh_127	Sjoh	4.07	330	6	43	1	NA	NA	NA	NA
0	A128	Ssmi_5	A	128	3.5	7.5	12	blue	A_Ssmi_128	Ssmi	4.9	330	7	66	1	NA	NA	NA	NA
0	A129	Ssmi_Tawau	A	129	0	8	6	yellow	A_Ssmi_129	Ssmi	4.8	333	5	84	1	NA	NA	NA	NA
0	A130	S.Joh_m_7	A	130	0.5	8	3	orange	A_Sjoh_130	Sjoh	4.62	332	4	84	1	NA	NA	NA	NA
0	A131	Ssmi_Tawau	A	131	1	8	0	white	A_Ssmi_131	Ssmi	3.98	315	6	84	1	NA	NA	NA	NA
0	A132	9Q_Spar_10	A	132	1.5	8	18	silver	A_Spar_132	Spar	3.77	319	5	36	1	NA	NA	NA	NA
0	A133	9K_Sxan_2	A	133	2	8	21	green	A_Sxan_133	Sxan	2.94	190	5	31	1	NA	NA	NA	NA
0	A134	DL_m_1	A	134	2.5	8	21	green	A_Dry_134	Dry	5.65	620	15	84	1	NA	NA	NA	NA
0	A135	8Pt_m_6	A	135	3	8	12	blue	A_Ptom_135	Ptom	3.38	294	4	31	1	NA	NA	NA	NA
0	A136	Pm_m_6	A	136	3.5	8	18	silver	A_Pmal_136	Pmal	3.71	330	5	32	1	NA	NA	NA	NA
0	A137	SS	A	137	0	8.5	12	blue	A_Ssem_137	Ssem	3.66	236	6	67	1	NA	NA	NA	NA
0	A138	9P_Spar_2	A	138	0.5	8.5	21	green	A_Spar_138	Spar	3.23	310	8	26	1	NA	NA	NA	NA
0	A139	Ssem_ou	A	139	1	8.5	21	green	A_Ssem_139	Ssem	4.34	232	6	44	1	NA	NA	NA	NA
0	A140	12H_Slep_8	A	140	1.5	8.5	21	green	A_Slep_140	Slep	4.35	342	4	84	1	NA	NA	NA	NA
0	A141	11H_Sxan_1	A	141	2	8.5	9	black	A_Sxan_141	Sxan	4.53	311	7	84	1	NA	NA	NA	NA
0	A142	SS	A	142	2.5	8.5	18	silver	A_Ssem_142	Ssem	3.02	200	8	55	1	NA	NA	NA	NA
0	A143	9J_Ptom_14	A	143	3	8.5	21	green	A_Ptom_143	Ptom	2.62	132	1	26	1	NA	NA	NA	NA
0	A144	All_Pmal_1	A	144	3.5	8.5	0	white	A_Pmal_144	Pmal	4.8	221	4	84	1	NA	NA	NA	NA
0	A145	9H_Ssmi_4	A	145	0	9	18	silver	A_Ssmi_145	Ssmi	6.25	474	8	84	1	NA	NA	NA	NA
0	A146	Sxan_1	A	146	0.5	9	6	yellow	A_Sxan_146	Sxan	4.35	253	6	51	1	NA	NA	NA	NA
0	A147	Sp_m_4	A	147	1	9	3	orange	A_Spar_147	Spar	3.25	271	8	84	1	NA	NA	NA	NA
0	A148	DL_Tawau	A	148	1.5	9	9	black	A_Dry_148	Dry	5.39	500	16	84	1	NA	NA	NA	NA
0	A149	9K_Sxan_2	A	149	2	9	3	orange	A_Sxan_149	Sxan	4.17	174	4	84	1	NA	NA	NA	NA
0	A150	Pm_m_5	A	150	2.5	9	21	green	A_Pmal_150	Pmal	3.88	333	5	42	1	NA	NA	NA	NA
0	A151	Ssmi_Tawau	A	151	3	9	9	black	A_Ssmi_151	Ssmi	5.83	499	6	84	1	NA	NA	NA	NA
0	A152	9P_Spar_2	A	152	3.5	9	9	black	A_Spar_152	Spar	2.79	291	9	44	1	NA	NA	NA	NA
0	A153	SJoh_m	A	153	0	9.5	21	green	A_Sjoh_153	Sjoh	4.12	319	4	35	1	NA	NA	NA	NA
0	A154	Ssmi_m_2	A	154	0.5	9.5	21	green	A_Ssmi_154	Ssmi	3.89	345	4	31	1	NA	NA	NA	NA
0	A155	8m_Sxan_3	A	155	1	9.5	6	yellow	A_Sxan_155	Sxan	4.29	502	9	45	1	NA	NA	NA	NA
0	A156	All_Pmal_1	A	156	1.5	9.5	9	black	A_Pmal_156	Pmal	3.97	252	5	84	1	NA	NA	NA	NA
0	A157	Sbec_Sfr	A	157	2	9.5	3	orange	A_Sbec_157	Sbec	3.57	152	2	84	1	NA	NA	NA	NA
0	A158	SL_maliau	A	158	2.5	9.5	15	red	A_Slep_158	Slep	4.24	367	6	84	1	NA	NA	NA	NA
0	A159	Pm_m_4	A	159	3	9.5	3	orange	A_Pmal_159	Pmal	3.8	215	4	84	1	NA	NA	NA	NA
0	A160	Sp_m_1	A	160	3.5	9.5	6	yellow	A_Spar_160	Spar	5.06	412	9	84	1	NA	NA	NA	NA
0	B1	Ssmi_19	B	1	4.5	0	12	blue	B_Ssmi_1	Ssmi	6.9	457	8	84	1	NA	NA	NA	NA
0	B2	Spar_1	B	2	5	0	15	red	B_Spar_2	Spar	4.04	312	7	45	1	NA	NA	NA	NA
0	B3	Pm_m_6	B	3	5.5	0	6	yellow	B_Pmal_3	Pmal	4.48	350	4	84	1	NA	NA	NA	NA
0	B4	Sbec_Sfr	B	4	6	0	3	orange	B_Sbec_4	Sbec	4.37	348	6	84	1	NA	NA	NA	NA
0	B5	Sp_m_1	B	5	6.5	0	3	orange	B_Spar_5	Spar	4.92	395	10	84	1	NA	NA	NA	NA
0	B6	Pt_m_1	B	6	7	0	9	black	B_Ptom_6	Ptom	3.68	325	5	84	1	NA	NA	NA	NA
0	B7	9L_Pmal_7	B	7	7.5	0	0	white	B_Pmal_7	Pmal	3.57	255	5	84	1	NA	NA	NA	NA
0	B8	Ssmi_4	B	8	8	0	3	orange	B_Ssmi_8	Ssmi	4.23	271	6	84	1	NA	NA	NA	NA
0	B9	8L_SJoh_50	B	9	4.5	0.5	3	orange	B_Sjoh_9	Sjoh	4.46	376	8	84	1	NA	NA	NA	NA
0	B10	9P_Spar_2	B	10	5	0.5	3	orange	B_Spar_10	Spar	3.07	258	3	84	1	NA	NA	NA	NA
0	B11	SHOREABECCARINA_Sbec	B	11	5.5	0.5	0	white	B_Sbec_11	Sbec	5.08	382	8	84	1	NA	NA	NA	NA
0	B12	8L_Sxan_10	B	12	6	0.5	3	orange	B_Sxan_12	Sxan	3.64	235	4	84	1	NA	NA	NA	NA
0	B13	SJoh_m	B	13	6.5	0.5	0	white	B_Sjoh_13	Sjoh	3.27	343	3	84	1	NA	NA	NA	NA
0	B14	Pm_m_3	B	14	7	0.5	0	white	B_Pmal_14	Pmal	3.5	320	8	84	1	NA	NA	NA	NA
0	B15	ou_sxan_2	B	15	7.5	0.5	21	green	B_Sxan_15	Sxan	3.17	250	3	30	1	NA	NA	NA	NA
0	B16	9J_Ptom_14	B	16	8	0.5	12	blue	B_Ptom_16	Ptom	3.33	151	4	84	1	NA	NA	NA	NA
0	B17	Ptom_m_3	B	17	4.5	1	21	green	B_Ptom_17	Ptom	4.25	396	10	84	1	NA	NA	NA	NA
0	B18	Ptom_m_3	B	18	5	1	15	red	B_Ptom_18	Ptom	3.94	386	7	37	1	NA	NA	NA	NA
0	B19	ou_SJoh_23A	B	19	5.5	1	18	silver	B_Sjoh_19	Sjoh	4.04	392	6	70	1	NA	NA	NA	NA
0	B20	Sp_m_1	B	20	6	1	12	blue	B_Spar_20	Spar	3.99	473	8	84	1	NA	NA	NA	NA
0	B21	Ssmi_Tawau	B	21	6.5	1	0	white	B_Ssmi_21	Ssmi	3.93	372	6	84	1	NA	NA	NA	NA
0	B22	Ssem_ou	B	22	7	1	6	yellow	B_Ssem_22	Ssem	3.18	221	4	84	1	NA	NA	NA	NA
0	B23	Ssmi_3A	B	23	7.5	1	15	red	B_Ssmi_23	Ssmi	4.39	332	5	84	1	NA	NA	NA	NA
0	B24	8m_Sxan_3	B	24	8	1	9	black	B_Sxan_24	Sxan	3.87	297	7	41	1	NA	NA	NA	NA
0	B25	12H_Pmal_1	B	25	4.5	1.5	9	black	B_Pmal_25	Pmal	3.62	223	3	84	1	NA	NA	NA	NA
0	B26	8m_Sxan_3	B	26	5	1.5	6	yellow	B_Sxan_26	Sxan	3.44	281	4	35	1	NA	NA	NA	NA
0	B27	DL_m_3	B	27	5.5	1.5	0	white	B_Dry_27	Dry	4.24	551	13	84	1	NA	NA	NA	NA
0	B28	Sxan_1	B	28	6	1.5	18	silver	B_Sxan_28	Sxan	3.61	281	5	39	1	NA	NA	NA	NA
0	B29	SS	B	29	6.5	1.5	12	blue	B_Ssem_29	Ssem	3.4	246	8	84	1	NA	NA	NA	NA
0	B30	Pm_m_3	B	30	7	1.5	9	black	B_Pmal_30	Pmal	3.17	331	4	84	1	NA	NA	NA	NA
0	B31	SS	B	31	7.5	1.5	0	white	B_Ssem_31	Ssem	3.3	223	7	84	1	NA	NA	NA	NA
0	B32	Sbec_Sfr	B	32	8	1.5	21	green	B_Sbec_32	Sbec	3.84	200	2	26	1	NA	NA	NA	NA
0	B33	9L_Pmal_7	B	33	4.5	2	15	red	B_Pmal_33	Pmal	4.74	347	7	40	1	NA	NA	NA	NA
0	B34	8Q_Slep_4	B	34	5	2	18	silver	B_Slep_34	Slep	4.76	423	8	84	1	NA	NA	NA	NA
0	B35	11H_Sxan_7	B	35	5.5	2	12	blue	B_Sxan_35	Sxan	5.36	340	9	40	1	NA	NA	NA	NA
0	B36	SHOREABECCARINA_Sbec	B	36	6	2	9	black	B_Sbec_36	Sbec	5.05	230	5	84	1	NA	NA	NA	NA
0	B37	DL_m_7	B	37	6.5	2	6	yellow	B_Dry_37	Dry	5.12	600	6	84	1	NA	NA	NA	NA
0	B38	SHOREABECCARINA_Sbec	B	38	7	2	3	orange	B_Sbec_38	Sbec	3.82	311	4	84	1	NA	NA	NA	NA
0	B39	SHOREABECCARINA_Sbec	B	39	7.5	2	15	red	B_Sbec_39	Sbec	5.88	350	4	84	1	NA	NA	NA	NA
0	B40	DL_m_3	B	40	8	2	3	orange	B_Dry_40	Dry	4.75	567	13	84	1	NA	NA	NA	NA
0	B41	Ssmi_m_2	B	41	4.5	2.5	21	green	B_Ssmi_41	Ssmi	4.27	290	4	41	1	NA	NA	NA	NA
0	B42	8Q_Slep_4	B	42	5	2.5	18	silver	B_Slep_42	Slep	5.11	432	8	84	1	NA	NA	NA	NA
0	B43	SHOREABECCARINA_Sbec	B	43	5.5	2.5	18	silver	B_Sbec_43	Sbec	4.6	400	5	84	1	NA	NA	NA	NA
0	B44	Ptom_3_rdc	B	44	6	2.5	0	white	B_Ptom_44	Ptom	4.31	210	6	84	1	NA	NA	NA	NA
0	B45	Ssmi_5	B	45	6.5	2.5	9	black	B_Ssmi_45	Ssmi	5.76	280	6	84	1	NA	NA	NA	NA
0	B46	Pmal_Tawau	B	46	7	2.5	21	green	B_Pmal_46	Pmal	4.79	405	6	32	1	NA	NA	NA	NA
0	B47	9P_Spar_2	B	47	7.5	2.5	12	blue	B_Spar_47	Spar	2.85	287	8	30	1	NA	NA	NA	NA
0	B48	SP_m_7	B	48	8	2.5	9	black	B_Spar_48	Spar	3.31	258	6	84	1	NA	NA	NA	NA
0	B49	12H_Pmal_1	B	49	4.5	3	12	blue	B_Pmal_49	Pmal	3.92	142	4	84	1	NA	NA	NA	NA
