"sp" "rgr"
"1" "dry" 0.807058720279528
"2" "pmal" 0.966393717788722
"3" "ptom" 0.828612325313003
"4" "sbec" 0.67815430139759
"5" "sjoh" 0.8771168967681
"6" "slep" 1.01263455884612
"7" "spar" 0.914659251027802
"8" "ssem" 0.74594782443361
"9" "ssmi" 0.801664700019585
"10" "sxan" 0.835792566787502
